cleaned_text,sentiment
hope follow rather stalker,Positive
probabl one know danc undi twitter lol,Positive
,Positive
see,Positive
yucki day need snuggl ur nowher near lt,Negative
email work seem x,Negative
woo love hugh lauri watchin show week,Positive
offici hate gay joke good mood gone saaaaaaaad,Negative
overli emot tire headach,Negative
hungri eat noodl noth noodl bad,Negative
switch tweetdeck use twhirl,Positive
hey want say think amaz perform thankyou inspir,Positive
rachel stay last night park today,Positive
highli recommend xd oh peopl said impostor,Negative
lol bad accident delet work pc get back til even bad pic anyhow,Negative
hurt start insid think everyth make wanna go rawr,Negative
hammer everyth look like nail,Positive
taco pie sound kind heavenli,Positive
thank link back life look right,Positive
bangalor also,Negative
mourn never share moos track best friend,Negative
tri show awesom woopra help go right thank,Positive
origin truli quot want becom wealthi learn thing ppl say time quot,Positive
daili quot lookin fwd mami,Negative
miss phone date week,Positive
hey ladi day say littl makeup dont like wear lot unless,Positive
place littl ninja bunni campbel,Negative
saw extrem big insect wanna hit gone,Negative
cant wait till westlif cum back miss soo soo much x,Negative
thank articl danica,Positive
checkin tropic thunder eatin corn pop oh yeah good nite,Positive
hate find perfect pair jean onlin find make sad hello skinni jean perfect,Negative
hahahahahha one best hahaha hope ur ok take care,Positive
clean room,Positive
say goodby sydney day hello rapevil miss pretti,Negative
feel good someth like work make money,Positive
mean get chocol ice cream like chocol chip solv ice cream amp chocol need,Positive
think come sweden,Positive
big crush find fan broken,Positive
go live blog session hit refresh everi amp,Positive
got updat js blogspot thing that retard,Negative
plan today friday wiff val n charwee,Positive
good morn babiesss feel like straighten hair take min,Negative
look fog come time soon,Negative
miss jordi wordi ew father day,Negative
onlin market mission statement someth like psykoid com,Positive
kinda cold lay poolsid,Negative
miss scotland uk tour,Negative
feel bad brother graduat high school yesterday parent egypt alon,Negative
redeor restaur,Positive
stupid phone got retard today sad lost pictur bye bye past week,Negative
happi sad excit nervou specif name complic huh oh yea graduat,Positive
larryyyyyy never respond hahahahahahahaha,Negative
say good even plurkess,Positive
rode edg storm home hail soon got door ski open walk dog storm,Positive
pretti bummi app first push anoth pup,Negative
teari eye hope cousin find strength stay aliv cancer,Negative
quot god give us life wast loser quot,Positive
play uno im tire dont wanna go bed,Negative
lay horribl headach,Negative
ye true food awesom got jumbo onion ring check twitpic pic lol amp philli cheesesteak,Positive
get roll yeaah im white rapper,Positive
good morn jason yeah went bed get tire still long day ahead tho lol,Negative
,Negative
omg age well start come back slowli sure,Negative
hate old rm case one bit,Negative
congrat youll win last song eventu girl dont worri,Positive
yeah mayb one day pay nice day,Positive
still give blue tonight tho reckon first tri decid game,Positive
oh yay torchwood gone slow,Negative
sound redneck kansa hahaha,Positive
lookin forward chattyman book well funni x,Positive
yessss done video fli,Positive
hungri tire yet great mood,Positive
new tegan amp sara video rofl geniu everyon fine saturday,Positive
meg neck ach plug xxx,Negative
leav work tri decid return sunday afternoon monday meet noon uk time deadlin,Negative
missi higgin ugh call polic,Positive
want shave head,Positive
nobodi care grammar anymor,Negative
oooo sound good,Positive
god cheeri chat somehow back news know vera drake hmm pleasant x,Negative
thank support,Positive
awww man woke sick,Negative
smoke year smoke week day woooohooooo happi day,Positive
sooo im peep tell gonna earli night wish cake instead,Negative
year ago move ton ton pack materi save though,Negative
wanna go manchest apollo,Positive
thanx hun,Positive
ye bloodi work,Negative
busi day genesi bicycl easton pa got great ride hubbi shop work,Positive
yeah stori life pooor puppi,Negative
excus interest question pleas afternoon bleh nudg nudg,Negative
choke shisha safa still,Negative
top bad thank,Positive
must get butt see show concert last one spice girl,Negative
oh meant go post offic close hope return packag,Negative
lololol good afternoon miss mil li yonz long night ay lol hope feel better,Positive
hey thank lot coverag motepulciano congrat girl make happi,Positive
zace also nice tat,Positive
sorri,Negative
quot day peopl mayb rememb said rememb made feel,Positive
favorit part tonight show w jay leno jaywalk love miss,Negative
got home leav anoth grad parti,Positive
could make look like stoner punk sheesh let remind u real holiday,Positive
holi care crop batman,Positive
lol mani favorit thank tho,Positive
god book like listen record repeat time get aid africa amp help shut fuck,Negative
never earli late,Positive
ugh laptop randomli stop work panick oh done,Negative
thank,Positive
true,Positive
hung boy tomorro see emma bribear excit,Positive
aw poor subo,Negative
paul huge yin like babi arm,Negative
mikey worm viru kid hack ur acct know get rid help,Negative
ppl alreadi carribean fusion heard poppin,Positive
lol thing suck almost got nose pierc today sinc,Negative
good time relationship mayb good time fling though young young got year,Positive
still recov weekend least today,Negative
final done coursewrok thank god time chillax,Positive
got sore stomach home sulk,Negative
bbq aft,Positive
coma car accid,Negative
watchen fresh princ bel air still missen da hubbi,Negative
ask kri allen twitter account,Positive
actual potato tuber also known root veget hey irish know spud,Positive
im watch slither im gunna nightmar worth though lol great movi,Positive
new etsi basebal stud ear,Positive
go home late today tire loooooong day work,Negative
hey nothign check websit yet,Positive
eat dinner tubbi want cow tongu,Negative
tri convinc parent good want pet,Negative
ach ane queen onlin shop,Positive
fed ray grand cayman awesom,Positive
four wall la la la la la scream dont like thunder,Negative
great morn got stomach bug sick better lay bed read tweet,Positive
lol misunderestim what wrong word also think bout harsh truth say u right,Negative
undestand vicar type comment,Positive
went rd one grade dat unforgett maddog danc n everyth serious want parad di year,Positive
anyth particularli interest school run kiddi haha,Positive
sad still cant seem preorder sim free payg gs get impress happi p instead wait,Negative
wonderwoman serious follow recommend ultra cool enough said follow,Positive
awesom weekend thank lot mile bike hope paella good,Positive
sick daddi send prayer way,Negative
haha realiti show pretti hilari,Positive
icu countdown begin friday dragonfli icu da dancefloor,Positive
rain fuck harrrrrd,Negative
work want fight rest guy,Negative
oooo kardashian twice,Positive
sister friend threw someth head amp bleed,Negative
get follow day use add everyon train pay vip,Positive
get blackberri sunday,Positive
real estat market tular counti awesom right lot buyer amp enough seller problem right,Positive
ok appar broadcast site kill machin today broadcast call sorri,Negative
feel guilti steal hart tweet think actual repli answer though,Negative
great run tonight bed got get earlier morn workout gonna long day tomorrow got go back work,Negative
way home give twin atlant miss couldnt even get courtyard that twice ive miss,Negative
know said million time realli wish allerg hair dye,Negative
think respitiri infect,Negative
aw,Negative
like sequel mathematica like lot guy seem bona fide geniu,Positive
want come dessert,Positive
abl upload otherwis dm,Positive
one free market mangoorang,Positive
keep bad dream day sleep well,Negative
someon need bring drug wish sore throat longer advil tylenol seem work anymor,Negative
happi last pictur alreadi twitter,Positive
thank tri good patient,Positive
lastnight fcking suck ball eye miss alex lot amp marybeth bitch cencor amp idgaf,Negative
shame cant get pictur work,Negative
haha bewar addict,Positive
realli quit oh well preview next week,Negative
realli bore,Negative
im tri convinc alexi stay ryan dont think work well,Negative
oh toni sad,Negative
click regist away forget introduc,Positive
swear someth hous give worst headach,Negative
hurt even one best friend,Negative
cours hehe live manga tho read em one best shojo ever,Positive
thank follow awesom input thank you lt,Positive
sorri,Negative
drive jellybean eat time lol dassss igggnant cuuuz,Positive
sim card blood pain upset feel rob continu search n box review come,Negative
typic went home got chang put rugbi jumper co thought bit chilli sun,Negative
ahhhh quot sold quot,Negative
c possibl today nice,Positive
wish love even,Positive
worri look retail activ thank though,Positive
stinkin rushki score,Negative
way mani issu macbook pro day sinc got go store tomorrow,Negative
final homeeeeeeeeeeeeeeeeee,Positive
awesom much love gareth clan,Positive
dont worri like realli,Positive
read jon kate file divorc paper afternoon plu possibl custodi battl feel bad ador kid,Negative
